age,income,account_balance,existing_loans,marital_status,employment_status,education_level,debt_to_income_ratio,home_ownership,employment_duration,loan_purpose,state,dependents,annual_expenses,applied_for_home_loan
39,131420,56191,2,Married,Self-Employed,Bachelor's,24.33,Rent,18,Auto Loan,CA,3,61554,0
57,44580,4337,4,Single,Employed,High School,35.76,Mortgage,13,Auto Loan,FL,2,64834,0
33,131929,52280,0,Married,Employed,Master's,46.7,Own,12,Home Loan,CA,0,61615,0
33,54116,49863,3,Married,Employed,Bachelor's,46.77,Rent,25,Auto Loan,CA,1,27473,0
38,114805,27714,0,Divorced,Employed,Master's,10.93,Own,19,Personal,FL,2,55865,1
32,148434,66344,1,Married,Employed,Bachelor's,26.67,Rent,6,Personal,CA,0,39594,1
32,136924,35588,1,Single,Self-Employed,Bachelor's,46.76,Own,10,Personal,CA,1,64025,0
58,34520,27065,3,Single,Unemployed,High School,13.44,Rent,20,Personal,FL,0,27662,0
34,89371,31113,0,Single,Employed,Bachelor's,28.31,Own,12,Home Loan,CA,1,85364,1
42,95570,21100,1,Single,Employed,Master's,41.48,Own,15,Education,CA,2,39646,0
34,110823,17764,3,Single,Employed,Master's,29.4,Own,13,Auto Loan,FL,0,96948,0
38,110115,9848,0,Single,Employed,Master's,22.9,Rent,16,Home Loan,CA,0,90553,0
49,96530,15148,1,Married,Employed,High School,11.55,Rent,22,Home Loan,AZ,2,11154,1
45,121945,37339,0,Single,Employed,High School,11.82,Own,14,Personal,CA,4,14415,1
35,132534,28538,3,Married,Employed,Bachelor's,31.28,Mortgage,8,Education,AZ,0,49007,0
57,135026,77718,4,Married,Unemployed,Bachelor's,25.69,Rent,17,Education,AZ,0,89355,0
49,59913,54079,3,Married,Employed,Master's,14.24,Own,1,Home Loan,FL,2,96054,0
47,134302,71147,1,Single,Self-Employed,High School,11.37,Own,10,Personal,AZ,3,15269,1
46,80144,85123,0,Single,Self-Employed,Bachelor's,49.91,Own,5,Auto Loan,AZ,1,39999,0
58,56116,93108,0,Divorced,Unemployed,High School,37.23,Rent,13,Personal,AZ,1,34332,0
46,129674,74102,4,Single,Employed,High School,40.87,Own,26,Home Loan,AZ,0,48592,0
43,116119,38478,0,Married,Employed,Bachelor's,29.06,Rent,9,Auto Loan,AZ,1,33742,1
32,46735,14107,0,Divorced,Unemployed,Master's,13.58,Mortgage,18,Personal,FL,2,59238,0
41,45668,26534,3,Married,Self-Employed,Bachelor's,31.99,Own,18,Education,AZ,1,44567,0
32,107801,63888,1,Single,Self-Employed,High School,15.49,Own,12,Personal,FL,3,16697,1
31,63636,62977,1,Single,Employed,Master's,42.55,Rent,5,Education,FL,2,27077,0
49,88034,80267,0,Single,Unemployed,Bachelor's,10.35,Own,19,Education,FL,3,90912,0
41,124873,18378,0,Single,Self-Employed,Bachelor's,34.14,Rent,9,Education,CA,1,42627,1
45,102007,56972,2,Single,Unemployed,Master's,39.9,Own,11,Personal,AZ,4,90372,0
48,97503,82878,0,Single,Employed,Bachelor's,38.77,Rent,7,Education,CA,0,42653,1
53,70874,33872,2,Married,Employed,High School,25.9,Rent,4,Auto Loan,FL,3,45767,0
53,80987,17168,2,Married,Employed,High School,48.99,Mortgage,7,Education,FL,3,91237,0
36,146490,65360,0,Married,Employed,Master's,41.26,Own,12,Education,CA,0,60445,0
54,80507,55414,4,Married,Self-Employed,Master's,38.5,Own,11,Education,CA,1,20818,0
32,36646,43329,2,Married,Self-Employed,Master's,28.21,Rent,29,Auto Loan,FL,3,66073,0
49,122370,35178,0,Single,Employed,Master's,17.32,Rent,12,Education,CA,1,21195,1
30,73069,78098,0,Single,Employed,Master's,37.67,Rent,12,Home Loan,AZ,4,27522,1
27,99663,24334,3,Married,Employed,Master's,11.51,Rent,2,Education,FL,2,73364,0
41,88434,95849,0,Single,Self-Employed,Master's,25.7,Rent,16,Home Loan,FL,0,22728,1
34,100023,42511,2,Divorced,Unemployed,High School,13.49,Mortgage,25,Home Loan,AZ,1,91767,0
43,115829,59305,1,Married,Employed,Master's,16.54,Own,9,Home Loan,CA,0,33686,1
49,108819,90672,2,Single,Self-Employed,Master's,48.25,Mortgage,16,Education,CA,1,24273,0
41,132525,97353,4,Single,Self-Employed,Master's,20.93,Own,27,Personal,AZ,2,30843,0
39,65202,22889,0,Married,Self-Employed,Bachelor's,43.64,Rent,9,Home Loan,FL,0,28453,0
28,121359,57832,4,Married,Self-Employed,Bachelor's,45.81,Rent,1,Education,FL,2,94704,0
46,141499,91647,0,Single,Self-Employed,Bachelor's,29.0,Own,8,Education,CA,3,41038,1
41,84643,47366,1,Single,Employed,Master's,49.64,Own,16,Home Loan,FL,4,42016,0
45,78153,11284,3,Single,Unemployed,Master's,49.48,Rent,16,Home Loan,FL,3,44408,0
36,48277,24509,0,Single,Self-Employed,Master's,11.63,Mortgage,9,Auto Loan,AZ,2,40047,0
55,109781,88542,3,Single,Self-Employed,High School,46.43,Rent,22,Auto Loan,AZ,0,75705,0
48,127919,78132,1,Single,Employed,High School,11.69,Rent,16,Personal,CA,1,14960,1
35,135840,1219,4,Married,Employed,Master's,30.4,Own,18,Education,CA,1,45566,0
35,73400,37395,4,Divorced,Unemployed,Master's,39.58,Own,28,Personal,AZ,0,36638,0
42,81774,46913,3,Married,Self-Employed,Bachelor's,24.55,Mortgage,8,Education,FL,1,60226,0
50,115864,92616,2,Married,Self-Employed,Master's,12.12,Rent,23,Auto Loan,FL,1,92679,0
35,69847,79921,1,Single,Self-Employed,Bachelor's,49.01,Rent,9,Auto Loan,CA,0,34232,0
30,61585,20466,4,Divorced,Self-Employed,High School,30.56,Mortgage,18,Education,CA,4,36641,0
29,146589,44603,1,Divorced,Employed,High School,49.67,Rent,1,Personal,CA,4,50574,0
41,64858,91616,0,Married,Self-Employed,Bachelor's,32.33,Rent,19,Home Loan,CA,4,20970,1
31,115364,29766,0,Divorced,Self-Employed,High School,23.15,Own,13,Home Loan,CA,3,53536,1
39,60322,62451,4,Single,Unemployed,High School,46.55,Own,3,Home Loan,AZ,1,94073,0
37,99363,63877,1,Single,Self-Employed,Bachelor's,17.51,Rent,3,Home Loan,AZ,3,17397,1
58,94328,31936,4,Divorced,Employed,Bachelor's,20.8,Mortgage,4,Home Loan,AZ,3,58950,0
40,73506,970,4,Single,Employed,Master's,44.21,Own,0,Home Loan,CA,2,98781,0
43,85829,39892,0,Single,Employed,Master's,23.98,Mortgage,28,Home Loan,CA,2,52832,1
25,144614,39241,2,Divorced,Unemployed,High School,32.68,Own,4,Personal,FL,2,85392,0
58,83068,31830,3,Divorced,Unemployed,Bachelor's,38.82,Rent,4,Personal,CA,1,49269,0
48,82514,49284,1,Single,Self-Employed,Bachelor's,35.21,Rent,22,Education,FL,0,29050,1
25,135531,55976,0,Married,Employed,Master's,20.89,Rent,16,Auto Loan,FL,2,22049,0
44,89330,19918,3,Married,Self-Employed,High School,34.34,Rent,18,Auto Loan,CA,2,65098,0
33,116334,80410,0,Single,Self-Employed,Master's,30.66,Mortgage,24,Education,AZ,1,56173,1
29,132664,94200,4,Married,Self-Employed,Master's,28.68,Mortgage,24,Auto Loan,FL,0,54815,0
30,122686,30505,1,Married,Self-Employed,Bachelor's,26.74,Rent,6,Home Loan,AZ,4,32806,1
51,91498,89699,4,Single,Unemployed,Master's,43.57,Own,5,Personal,FL,0,94816,0
34,46060,35271,1,Divorced,Unemployed,High School,46.28,Rent,12,Personal,FL,3,75437,0
57,81687,19253,1,Married,Self-Employed,High School,12.55,Rent,18,Auto Loan,FL,3,59265,0
48,33032,16140,4,Married,Unemployed,Bachelor's,16.72,Rent,13,Auto Loan,AZ,0,63585,0
52,67179,69185,1,Married,Unemployed,High School,42.1,Own,13,Home Loan,CA,0,20268,0
39,102713,44919,0,Divorced,Employed,High School,30.2,Mortgage,13,Home Loan,FL,4,89217,1
52,109823,90379,1,Married,Self-Employed,Master's,15.58,Own,10,Personal,AZ,3,96582,0
39,69747,83218,4,Divorced,Employed,Master's,37.69,Rent,16,Home Loan,AZ,2,51904,0
44,98312,72818,4,Single,Unemployed,Master's,31.64,Mortgage,7,Education,FL,4,39148,0
27,121906,41950,3,Single,Unemployed,Bachelor's,42.34,Rent,4,Personal,AZ,0,74857,0
54,62571,58835,1,Single,Employed,Master's,26.94,Rent,29,Auto Loan,AZ,1,66031,0
43,95735,77072,0,Married,Employed,Bachelor's,21.31,Own,8,Auto Loan,AZ,2,20399,1
52,128736,83984,2,Single,Unemployed,High School,36.43,Own,21,Personal,AZ,1,42647,0
32,107581,819,4,Single,Self-Employed,High School,26.4,Mortgage,2,Personal,FL,0,22143,0
54,42390,82327,1,Divorced,Unemployed,High School,47.21,Mortgage,5,Education,CA,1,92758,0
50,121198,87088,0,Married,Unemployed,High School,49.77,Rent,12,Education,AZ,1,30667,0
41,129739,70797,0,Single,Employed,Bachelor's,43.75,Rent,2,Auto Loan,CA,4,56764,0
49,82700,98875,1,Divorced,Unemployed,High School,44.32,Rent,22,Auto Loan,AZ,3,92958,0
29,51461,46949,4,Divorced,Employed,Master's,38.89,Rent,6,Education,FL,3,84073,0
58,54238,6090,0,Divorced,Self-Employed,Bachelor's,29.46,Mortgage,17,Home Loan,FL,2,37703,0
31,67746,37527,0,Single,Self-Employed,Bachelor's,10.77,Rent,12,Personal,AZ,1,7298,1
25,57030,6279,1,Single,Unemployed,High School,11.81,Rent,15,Home Loan,FL,0,20891,0
48,143659,36623,4,Divorced,Employed,Bachelor's,28.92,Mortgage,13,Auto Loan,FL,2,93432,0
49,138267,76943,0,Married,Self-Employed,Master's,21.32,Rent,6,Auto Loan,CA,2,29477,1
55,87784,51447,1,Divorced,Self-Employed,Bachelor's,21.23,Own,14,Home Loan,CA,0,49557,0
41,64010,99580,0,Married,Employed,Master's,14.32,Own,2,Personal,AZ,2,9169,1
31,54258,67899,3,Single,Self-Employed,High School,20.67,Rent,12,Personal,CA,4,50008,0
39,91994,90645,0,Divorced,Unemployed,High School,26.14,Mortgage,21,Auto Loan,FL,0,76622,0
28,121875,44727,3,Single,Unemployed,Bachelor's,44.42,Own,26,Home Loan,FL,1,64417,0
52,107969,33285,0,Married,Unemployed,High School,38.01,Own,0,Home Loan,AZ,1,39717,0
58,61719,53799,0,Divorced,Self-Employed,High School,12.92,Mortgage,19,Home Loan,FL,1,51800,0
39,125068,17879,2,Divorced,Employed,Master's,26.76,Own,18,Home Loan,CA,4,33050,0
42,56988,82131,1,Married,Employed,Master's,43.93,Rent,11,Home Loan,FL,4,50724,0
45,78102,27709,1,Married,Self-Employed,Master's,20.95,Own,15,Education,CA,2,16364,1
54,66369,48096,2,Divorced,Self-Employed,Bachelor's,21.18,Own,28,Home Loan,FL,0,45082,0
43,92114,15285,0,Married,Employed,High School,16.84,Own,22,Personal,CA,1,15508,1
43,45166,38413,4,Single,Self-Employed,Master's,14.77,Mortgage,6,Personal,CA,3,46386,0
55,104753,71223,4,Married,Self-Employed,High School,18.32,Rent,1,Auto Loan,CA,2,22507,0
47,121353,47463,1,Single,Self-Employed,Master's,36.72,Own,16,Home Loan,CA,4,44557,1
41,126907,94416,3,Single,Employed,Bachelor's,33.4,Own,11,Home Loan,CA,3,94877,0
32,72597,28189,0,Single,Self-Employed,Bachelor's,29.85,Rent,9,Home Loan,AZ,1,21668,1
50,63065,50516,0,Married,Employed,Master's,41.45,Rent,15,Education,CA,3,26138,0
30,112634,33393,0,Married,Unemployed,Master's,49.65,Own,24,Personal,FL,4,68716,0
32,106363,59591,1,Single,Self-Employed,High School,35.28,Rent,3,Education,AZ,3,37527,1
34,103677,25429,0,Married,Self-Employed,High School,38.06,Rent,12,Personal,CA,0,39460,1
55,67452,93890,3,Married,Unemployed,Bachelor's,20.68,Own,12,Home Loan,FL,4,78832,0
34,124050,87625,0,Single,Self-Employed,Bachelor's,25.27,Own,4,Auto Loan,CA,4,31345,1
42,61256,68734,1,Divorced,Unemployed,Master's,44.55,Rent,1,Personal,AZ,2,61102,0
31,120471,47901,1,Single,Self-Employed,Master's,26.79,Mortgage,23,Personal,FL,2,83820,1
30,126923,51814,4,Married,Employed,Bachelor's,42.87,Rent,24,Personal,CA,3,85352,0
40,129664,4261,3,Single,Unemployed,High School,18.58,Rent,25,Home Loan,CA,1,77115,0
46,83000,41961,1,Married,Self-Employed,Bachelor's,35.45,Own,19,Education,FL,4,29422,1
55,130828,75692,3,Married,Employed,Bachelor's,22.56,Mortgage,3,Personal,FL,2,20886,0
50,146278,46126,0,Married,Employed,High School,16.24,Rent,15,Home Loan,CA,3,23762,1
51,124869,3817,4,Married,Unemployed,High School,18.82,Mortgage,8,Auto Loan,CA,3,44130,0
56,149729,55669,0,Married,Employed,Master's,19.62,Rent,2,Auto Loan,CA,3,78497,0
53,127529,51978,2,Married,Employed,Master's,25.89,Mortgage,8,Education,FL,3,55888,0
30,111721,30885,3,Married,Self-Employed,Master's,26.29,Rent,12,Education,FL,4,59190,0
39,71534,84832,0,Single,Employed,Master's,31.49,Rent,6,Home Loan,FL,1,22527,1
31,74645,3313,4,Single,Employed,High School,36.3,Rent,23,Auto Loan,AZ,3,50166,0
33,136686,74230,3,Married,Self-Employed,Bachelor's,28.9,Mortgage,2,Home Loan,AZ,0,23999,0
32,62538,34297,0,Married,Employed,Master's,35.08,Own,12,Personal,FL,1,21940,1
29,122742,97765,2,Married,Unemployed,High School,37.54,Own,6,Auto Loan,AZ,3,92160,0
52,113222,28398,2,Divorced,Employed,Bachelor's,27.94,Mortgage,3,Personal,CA,1,97084,0
38,113589,91427,0,Married,Self-Employed,Bachelor's,32.68,Rent,3,Education,FL,1,37121,1
40,87227,48695,1,Married,Employed,Master's,28.94,Rent,10,Personal,AZ,2,25246,1
39,113741,83734,1,Single,Employed,High School,24.51,Own,20,Education,AZ,1,27878,1
33,42062,95572,1,Single,Self-Employed,Bachelor's,31.62,Mortgage,6,Auto Loan,CA,4,83115,0
43,76838,18010,0,Married,Employed,High School,31.4,Rent,17,Home Loan,CA,1,24130,1
46,99341,46987,3,Divorced,Unemployed,Master's,18.42,Mortgage,25,Home Loan,AZ,4,24322,0
47,138160,94197,2,Divorced,Unemployed,Bachelor's,27.58,Rent,11,Home Loan,CA,4,48911,0
38,110513,72737,1,Married,Employed,Master's,31.21,Own,7,Personal,FL,3,34491,1
48,37944,12722,4,Single,Employed,High School,16.28,Own,13,Education,AZ,3,65106,0
31,69128,69980,1,Married,Self-Employed,High School,43.24,Rent,12,Auto Loan,FL,3,29891,0
42,68880,85018,4,Single,Self-Employed,High School,23.09,Mortgage,15,Auto Loan,AZ,2,82822,0
52,78577,5081,3,Married,Employed,High School,23.54,Own,0,Personal,CA,4,96693,0
30,134091,48292,0,Single,Employed,Master's,14.8,Rent,8,Personal,FL,0,19849,1
42,113418,94407,4,Married,Unemployed,High School,22.03,Mortgage,9,Education,AZ,2,66035,0
47,87247,61335,1,Single,Employed,Bachelor's,46.17,Own,4,Auto Loan,AZ,3,40285,0
26,63438,39637,3,Married,Employed,High School,13.35,Rent,29,Education,FL,1,51636,0
51,68476,77944,2,Single,Unemployed,Master's,11.01,Rent,22,Home Loan,AZ,3,91522,0
47,147253,38517,3,Divorced,Unemployed,Master's,46.14,Mortgage,27,Education,AZ,2,58949,0
42,141894,20019,0,Single,Employed,Bachelor's,23.56,Rent,15,Education,FL,1,33432,1
48,148365,16104,1,Single,Self-Employed,Bachelor's,10.45,Rent,18,Personal,FL,3,15502,1
33,57775,89386,4,Divorced,Self-Employed,Bachelor's,23.16,Mortgage,10,Home Loan,FL,0,55717,0
52,121551,44355,4,Married,Self-Employed,Master's,18.9,Rent,29,Auto Loan,AZ,2,32242,0
28,143242,24394,3,Married,Unemployed,Bachelor's,45.98,Mortgage,24,Auto Loan,CA,4,96520,0
52,39495,14346,1,Single,Unemployed,Master's,32.77,Mortgage,20,Personal,FL,0,93103,0
49,106201,93125,0,Single,Self-Employed,High School,21.48,Rent,11,Personal,CA,0,20440,1
26,68620,73808,1,Married,Unemployed,High School,10.6,Mortgage,22,Home Loan,FL,2,45645,0
58,122701,40595,0,Single,Self-Employed,High School,31.76,Own,20,Education,CA,3,70293,0
47,137164,83284,0,Married,Self-Employed,Bachelor's,46.52,Rent,14,Home Loan,AZ,2,63806,0
45,136452,35902,4,Divorced,Self-Employed,Master's,47.82,Rent,27,Personal,CA,1,24978,0
47,68096,25250,1,Married,Employed,Master's,46.21,Own,7,Personal,CA,4,31464,0
48,82898,64187,0,Divorced,Self-Employed,High School,10.28,Rent,14,Home Loan,FL,2,83264,1
50,41732,88171,3,Divorced,Employed,Master's,35.66,Own,23,Auto Loan,AZ,4,25388,0
51,54297,44790,2,Married,Unemployed,Master's,26.23,Mortgage,15,Home Loan,AZ,0,64447,0
46,88546,64745,3,Divorced,Self-Employed,High School,18.08,Own,7,Education,FL,0,98398,0
49,112114,42008,0,Divorced,Employed,Master's,18.45,Own,17,Home Loan,CA,1,35329,1
32,82817,29848,1,Married,Employed,High School,20.76,Mortgage,13,Education,AZ,4,22656,1
36,73492,40455,0,Divorced,Unemployed,High School,24.09,Mortgage,29,Education,FL,3,77814,0
48,146092,84090,1,Married,Self-Employed,High School,49.65,Rent,28,Auto Loan,AZ,4,72536,0
48,136661,81688,0,Divorced,Self-Employed,Master's,44.37,Mortgage,9,Home Loan,CA,2,84861,0
47,109499,31990,0,Single,Self-Employed,Master's,14.76,Mortgage,2,Home Loan,FL,2,36916,1
27,85285,33036,3,Single,Self-Employed,Master's,39.45,Rent,9,Home Loan,CA,3,36177,0
47,34296,72857,2,Married,Self-Employed,Master's,44.27,Mortgage,17,Personal,CA,4,60548,0
37,85704,87236,0,Married,Employed,Master's,13.69,Rent,29,Personal,AZ,3,45967,1
34,118367,27627,0,Married,Employed,Master's,21.07,Rent,7,Education,AZ,1,24937,1
58,99327,51468,0,Married,Self-Employed,Master's,19.26,Mortgage,0,Home Loan,AZ,2,28290,0
43,149375,96647,4,Married,Self-Employed,High School,37.02,Own,0,Home Loan,CA,4,55729,0
30,58424,85688,2,Divorced,Unemployed,High School,36.86,Mortgage,18,Personal,FL,1,62203,0
25,83536,25467,4,Divorced,Employed,High School,40.55,Rent,23,Education,CA,0,83058,0
30,57663,42042,1,Married,Unemployed,Bachelor's,35.01,Rent,17,Personal,AZ,4,78139,0
42,95240,44642,0,Single,Employed,High School,23.16,Rent,5,Personal,CA,2,22062,1
45,134720,61859,4,Married,Employed,Master's,30.69,Rent,20,Personal,FL,4,26607,0
38,102569,91891,1,Single,Employed,High School,19.27,Rent,7,Education,CA,0,19765,1
30,105300,74240,1,Single,Employed,Bachelor's,33.81,Rent,7,Education,AZ,4,35600,1
45,99841,86602,0,Married,Employed,Bachelor's,25.23,Rent,18,Education,FL,1,58500,1
44,88684,55802,1,Married,Employed,Bachelor's,24.32,Rent,20,Home Loan,FL,4,21571,1
49,78961,57975,1,Married,Self-Employed,Bachelor's,18.58,Own,17,Education,FL,3,31314,1
36,70833,74402,0,Divorced,Unemployed,High School,26.56,Rent,15,Personal,AZ,4,66246,0
27,60559,74996,3,Single,Self-Employed,Master's,44.4,Own,27,Education,AZ,1,99122,0
35,95583,66854,1,Single,Employed,Bachelor's,24.82,Own,6,Home Loan,FL,3,23725,1
43,80502,82523,1,Single,Unemployed,Bachelor's,14.74,Rent,5,Home Loan,CA,0,81743,0
54,103460,99644,1,Divorced,Unemployed,High School,10.68,Mortgage,10,Education,CA,4,51867,0
41,105084,41558,1,Divorced,Self-Employed,Master's,28.35,Own,27,Auto Loan,AZ,3,86813,1
50,76504,42437,0,Single,Employed,High School,39.73,Own,6,Personal,AZ,2,30393,1
49,70664,25708,0,Married,Self-Employed,Master's,14.02,Own,17,Personal,FL,0,9906,1
38,90216,28041,1,Married,Employed,High School,39.81,Rent,6,Auto Loan,FL,0,35911,1
49,103857,97736,1,Married,Employed,Bachelor's,34.88,Own,21,Auto Loan,CA,3,36221,1
57,91862,33620,4,Married,Self-Employed,High School,33.51,Mortgage,10,Home Loan,CA,0,89484,0
44,128470,17555,0,Married,Employed,Master's,13.48,Rent,2,Auto Loan,AZ,3,17318,1
36,140908,17835,1,Married,Self-Employed,High School,49.59,Rent,29,Home Loan,AZ,3,90549,0
47,56982,46876,2,Divorced,Unemployed,High School,31.45,Own,11,Education,AZ,2,23660,0
50,89903,82294,0,Married,Self-Employed,Bachelor's,48.08,Own,7,Personal,CA,2,43228,0
49,120251,19399,0,Married,Self-Employed,Master's,31.24,Own,30,Auto Loan,FL,0,37562,1
54,33898,21270,0,Single,Unemployed,Bachelor's,22.65,Own,5,Auto Loan,CA,0,75350,0
50,138370,73524,4,Divorced,Self-Employed,Bachelor's,18.42,Own,20,Home Loan,FL,2,51151,0
40,149281,97440,1,Married,Employed,Master's,29.11,Own,7,Home Loan,FL,2,43456,1
32,81801,57381,1,Single,Self-Employed,High School,36.64,Rent,8,Auto Loan,FL,0,29972,1
25,58012,10195,2,Divorced,Self-Employed,Bachelor's,22.89,Mortgage,21,Home Loan,CA,0,54655,0
30,76210,68497,3,Married,Unemployed,Master's,35.89,Own,17,Home Loan,CA,2,37192,0
58,64753,22699,0,Single,Employed,High School,41.75,Own,19,Personal,CA,2,32188,0
35,77666,22483,0,Married,Self-Employed,Bachelor's,10.68,Rent,3,Home Loan,CA,4,8294,1
32,122550,89734,0,Single,Self-Employed,Bachelor's,37.26,Own,5,Auto Loan,CA,1,45657,1
37,101585,1668,2,Single,Employed,Master's,14.91,Mortgage,4,Education,AZ,4,84324,0
50,143774,24828,0,Single,Self-Employed,High School,34.7,Own,28,Education,FL,1,97312,1
42,131661,47081,0,Single,Employed,Master's,48.63,Rent,26,Personal,AZ,4,80885,0
37,118496,53746,1,Married,Self-Employed,High School,15.67,Own,18,Home Loan,AZ,2,18567,1
50,96270,39965,1,Married,Self-Employed,Bachelor's,16.48,Own,17,Education,AZ,1,15862,1
50,143476,74394,1,Single,Employed,Bachelor's,26.81,Rent,7,Personal,FL,0,38469,1
43,107153,42856,0,Single,Self-Employed,Bachelor's,33.28,Own,22,Education,FL,2,35657,1
44,85309,59057,0,Single,Employed,High School,16.1,Own,28,Education,AZ,4,22827,1
44,52267,48183,2,Single,Employed,Master's,26.13,Mortgage,7,Personal,AZ,2,78976,0
38,58381,1503,0,Divorced,Self-Employed,Master's,20.38,Mortgage,22,Personal,CA,4,63728,0
36,58782,82723,0,Married,Self-Employed,Bachelor's,32.1,Rent,21,Personal,FL,3,76175,0
45,112708,78104,0,Single,Self-Employed,Bachelor's,13.83,Rent,14,Auto Loan,CA,0,65889,1
55,119905,84928,1,Married,Employed,High School,36.43,Rent,14,Auto Loan,AZ,1,67607,0
45,71095,27384,1,Divorced,Self-Employed,Master's,30.53,Rent,7,Auto Loan,CA,1,39488,1
39,149929,97434,1,Married,Employed,High School,47.8,Own,9,Auto Loan,FL,3,71670,0
26,38245,27497,2,Single,Self-Employed,Master's,20.43,Rent,16,Auto Loan,AZ,0,68987,0
48,85282,46782,3,Married,Unemployed,Master's,16.12,Mortgage,7,Education,FL,2,56644,0
49,71335,61127,0,Married,Self-Employed,Bachelor's,15.03,Own,30,Home Loan,AZ,0,10725,1
43,137365,43713,1,Married,Self-Employed,Bachelor's,43.7,Rent,22,Education,CA,1,60027,0
56,47923,22753,3,Married,Unemployed,Bachelor's,33.19,Rent,12,Education,FL,1,88997,0
48,127864,71812,1,Divorced,Employed,Master's,14.71,Own,23,Auto Loan,FL,4,67233,1
47,131138,31871,1,Single,Self-Employed,Master's,46.05,Own,7,Personal,AZ,4,60383,0
50,32944,53183,4,Divorced,Unemployed,High School,40.12,Rent,19,Auto Loan,CA,4,57039,0
34,94605,63736,0,Married,Unemployed,Bachelor's,49.3,Mortgage,23,Auto Loan,CA,1,31129,0
49,105039,90596,1,Single,Self-Employed,High School,20.72,Own,3,Auto Loan,FL,0,73407,1
55,88662,22077,4,Married,Unemployed,Master's,10.98,Own,4,Auto Loan,AZ,3,45110,0
27,87622,86943,2,Single,Employed,Master's,29.17,Rent,13,Auto Loan,CA,3,67934,0
44,110564,19089,1,Married,Self-Employed,Bachelor's,44.55,Own,6,Auto Loan,FL,0,49251,0
42,53433,70919,4,Single,Self-Employed,High School,18.87,Mortgage,28,Auto Loan,FL,1,40730,0
34,109612,43349,1,Married,Self-Employed,High School,13.69,Own,5,Home Loan,FL,3,15006,1
43,74000,42690,1,Married,Self-Employed,High School,26.46,Own,18,Personal,FL,2,19579,1
32,86331,64796,0,Single,Employed,Bachelor's,42.85,Mortgage,7,Education,CA,4,33932,0
26,94045,96727,4,Single,Employed,Bachelor's,15.29,Mortgage,25,Education,FL,0,23228,0
45,74652,18670,3,Married,Self-Employed,Bachelor's,27.37,Mortgage,26,Education,FL,3,35355,0
39,56303,22584,0,Married,Self-Employed,Master's,35.19,Own,15,Home Loan,CA,0,39362,0
55,123973,50698,4,Divorced,Unemployed,Bachelor's,37.03,Mortgage,11,Home Loan,FL,0,75535,0
50,94938,33426,0,Married,Self-Employed,High School,10.33,Rent,30,Education,AZ,2,9809,1
45,84117,97564,2,Married,Unemployed,Master's,44.85,Mortgage,17,Personal,CA,0,75935,0
50,73535,52069,1,Single,Unemployed,Master's,45.51,Own,24,Personal,CA,1,99120,0
37,70082,16171,2,Married,Unemployed,Master's,10.48,Mortgage,9,Home Loan,AZ,1,41646,0
39,76701,91553,1,Single,Employed,Master's,18.2,Rent,20,Personal,CA,4,13956,1
40,55993,81692,3,Single,Unemployed,High School,49.58,Own,4,Education,FL,4,57754,0
44,123986,69398,3,Divorced,Employed,Master's,30.69,Mortgage,13,Auto Loan,FL,0,43152,0
37,79225,79818,1,Married,Self-Employed,High School,37.59,Rent,13,Auto Loan,CA,4,29779,1
48,48578,20153,3,Married,Employed,Bachelor's,19.56,Rent,16,Education,AZ,2,30664,0
57,132565,96497,2,Divorced,Self-Employed,Bachelor's,31.7,Own,0,Education,CA,1,29383,0
51,35362,86069,3,Divorced,Self-Employed,Master's,34.09,Mortgage,0,Education,AZ,3,86023,0
31,82697,33448,3,Single,Self-Employed,Master's,22.69,Mortgage,9,Auto Loan,FL,4,76900,0
36,119159,14037,1,Single,Self-Employed,High School,25.37,Own,27,Personal,FL,0,35548,0
31,146406,96625,4,Single,Unemployed,Bachelor's,41.49,Mortgage,6,Home Loan,FL,0,83952,0
27,90766,16167,4,Married,Unemployed,High School,49.9,Rent,20,Home Loan,FL,1,78133,0
39,148805,76295,4,Divorced,Employed,High School,10.77,Own,18,Education,CA,1,70441,0
42,62680,57524,1,Married,Self-Employed,High School,22.85,Rent,11,Auto Loan,CA,0,14320,1
48,90630,89099,1,Married,Employed,Bachelor's,18.71,Rent,21,Auto Loan,AZ,4,16956,1
26,48584,14069,1,Divorced,Employed,High School,22.61,Own,11,Personal,FL,2,49236,0
43,148155,15460,0,Married,Self-Employed,Bachelor's,14.59,Rent,15,Auto Loan,AZ,3,21609,1
36,87873,65618,1,Married,Self-Employed,High School,33.37,Rent,17,Home Loan,FL,1,29325,1
39,95986,43700,2,Married,Employed,Bachelor's,24.21,Own,14,Home Loan,AZ,1,27848,0
45,127338,11457,1,Divorced,Unemployed,High School,26.84,Rent,2,Home Loan,AZ,2,57998,0
52,37709,45363,2,Married,Unemployed,High School,40.85,Mortgage,24,Auto Loan,AZ,4,75467,0
57,66081,64040,2,Divorced,Employed,Bachelor's,11.32,Mortgage,15,Education,CA,3,88908,0
38,116705,63954,1,Single,Self-Employed,Bachelor's,33.42,Rent,6,Home Loan,CA,2,39006,1
52,122725,43390,1,Single,Employed,Bachelor's,10.63,Rent,17,Home Loan,AZ,4,30086,0
29,47517,90095,4,Married,Employed,High School,44.42,Rent,1,Personal,FL,4,77250,0
45,68280,59570,3,Divorced,Self-Employed,Bachelor's,28.78,Own,17,Home Loan,AZ,1,29796,0
